1,2,Organism
WBGene00001770,ENSG00000170899,celegans
WBGene00001789,ENSG00000170899,celegans
WBGene00001758,ENSG00000170899,celegans
WBGene00018911,ENSG00000170899,celegans
WBGene00018912,ENSG00000170899,celegans
WBGene00021566,ENSG00000170899,celegans
WBGene00001759,ENSG00000170899,celegans
WBGene00021127,ENSG00000170899,celegans
WBGene00001765,ENSG00000170899,celegans
WBGene00001767,ENSG00000170899,celegans
WBGene00001762,ENSG00000170899,celegans
WBGene00001774,ENSG00000170899,celegans
WBGene00001766,ENSG00000170899,celegans
WBGene00001777,ENSG00000170899,celegans
WBGene00001779,ENSG00000170899,celegans
WBGene00001780,ENSG00000170899,celegans
WBGene00001785,ENSG00000170899,celegans
WBGene00001752,ENSG00000170899,celegans
WBGene00001787,ENSG00000170899,celegans
WBGene00001775,ENSG00000170899,celegans
WBGene00001760,ENSG00000170899,celegans
WBGene00001776,ENSG00000170899,celegans
WBGene00001764,ENSG00000170899,celegans
WBGene00001772,ENSG00000170899,celegans
WBGene00001754,ENSG00000170899,celegans
WBGene00001781,ENSG00000170899,celegans
WBGene00001761,ENSG00000170899,celegans
WBGene00001750,ENSG00000170899,celegans
WBGene00001771,ENSG00000170899,celegans
WBGene00001749,ENSG00000170899,celegans
WBGene00001773,ENSG00000170899,celegans
WBGene00001756,ENSG00000170899,celegans
WBGene00001755,ENSG00000170899,celegans
WBGene00001786,ENSG00000170899,celegans
WBGene00001753,ENSG00000170899,celegans
WBGene00001757,ENSG00000170899,celegans
WBGene00007072,ENSG00000171234,celegans
WBGene00007073,ENSG00000171234,celegans
WBGene00010904,ENSG00000171234,celegans
WBGene00018206,ENSG00000171234,celegans
WBGene00013905,ENSG00000171234,celegans
WBGene00015739,ENSG00000171234,celegans
WBGene00013906,ENSG00000171234,celegans
WBGene00015577,ENSG00000171234,celegans
WBGene00018931,ENSG00000171234,celegans
WBGene00017332,ENSG00000171234,celegans
WBGene00017315,ENSG00000171234,celegans
WBGene00017334,ENSG00000171234,celegans
WBGene00017331,ENSG00000171234,celegans
WBGene00019516,ENSG00000171234,celegans
WBGene00019515,ENSG00000171234,celegans
WBGene00007885,ENSG00000171234,celegans
WBGene00007455,ENSG00000171234,celegans
WBGene00012788,ENSG00000171234,celegans
WBGene00015693,ENSG00000171234,celegans
WBGene00021709,ENSG00000171234,celegans
WBGene00011340,ENSG00000171234,celegans
WBGene00007402,ENSG00000171234,celegans
WBGene00015369,ENSG00000171234,celegans
WBGene00015371,ENSG00000171234,celegans
WBGene00015449,ENSG00000171234,celegans
WBGene00008486,ENSG00000171234,celegans
WBGene00009255,ENSG00000171234,celegans
WBGene00044286,ENSG00000171234,celegans
WBGene00007946,ENSG00000171234,celegans
WBGene00017329,ENSG00000171234,celegans
WBGene00017333,ENSG00000171234,celegans
WBGene00008097,ENSG00000171234,celegans
WBGene00007422,ENSG00000171234,celegans
WBGene00013900,ENSG00000171234,celegans
WBGene00011453,ENSG00000171234,celegans
WBGene00011452,ENSG00000171234,celegans
WBGene00016013,ENSG00000171234,celegans
WBGene00015694,ENSG00000171234,celegans
WBGene00015695,ENSG00000171234,celegans
WBGene00018543,ENSG00000171234,celegans
WBGene00019234,ENSG00000171234,celegans
WBGene00020594,ENSG00000171234,celegans
WBGene00020587,ENSG00000171234,celegans
WBGene00019235,ENSG00000171234,celegans
WBGene00019233,ENSG00000171234,celegans
WBGene00019232,ENSG00000171234,celegans
WBGene00020593,ENSG00000171234,celegans
WBGene00020592,ENSG00000171234,celegans
WBGene00044282,ENSG00000171234,celegans
WBGene00011006,ENSG00000171234,celegans
WBGene00015141,ENSG00000171234,celegans
WBGene00015965,ENSG00000171234,celegans
WBGene00017959,ENSG00000171234,celegans
WBGene00017336,ENSG00000171234,celegans
,ENSG00000171428,celegans
WBGene00007312,ENSG00000173113,celegans
,ENSG00000173597,celegans
WBGene00007072,ENSG00000173610,celegans
WBGene00007073,ENSG00000173610,celegans
WBGene00010904,ENSG00000173610,celegans
WBGene00018206,ENSG00000173610,celegans
WBGene00013905,ENSG00000173610,celegans
WBGene00015739,ENSG00000173610,celegans
WBGene00013906,ENSG00000173610,celegans
WBGene00015577,ENSG00000173610,celegans
WBGene00018931,ENSG00000173610,celegans
WBGene00017332,ENSG00000173610,celegans
WBGene00017315,ENSG00000173610,celegans
WBGene00017334,ENSG00000173610,celegans
WBGene00017331,ENSG00000173610,celegans
WBGene00019516,ENSG00000173610,celegans
WBGene00019515,ENSG00000173610,celegans
WBGene00007885,ENSG00000173610,celegans
WBGene00007455,ENSG00000173610,celegans
WBGene00012788,ENSG00000173610,celegans
WBGene00015693,ENSG00000173610,celegans
WBGene00021709,ENSG00000173610,celegans
WBGene00011340,ENSG00000173610,celegans
WBGene00007402,ENSG00000173610,celegans
WBGene00015369,ENSG00000173610,celegans
WBGene00015371,ENSG00000173610,celegans
WBGene00015449,ENSG00000173610,celegans
WBGene00008486,ENSG00000173610,celegans
WBGene00009255,ENSG00000173610,celegans
WBGene00044286,ENSG00000173610,celegans
WBGene00007946,ENSG00000173610,celegans
WBGene00017329,ENSG00000173610,celegans
WBGene00017333,ENSG00000173610,celegans
WBGene00008097,ENSG00000173610,celegans
WBGene00007422,ENSG00000173610,celegans
WBGene00013900,ENSG00000173610,celegans
WBGene00011453,ENSG00000173610,celegans
WBGene00011452,ENSG00000173610,celegans
WBGene00016013,ENSG00000173610,celegans
WBGene00015694,ENSG00000173610,celegans
WBGene00015695,ENSG00000173610,celegans
WBGene00018543,ENSG00000173610,celegans
WBGene00019234,ENSG00000173610,celegans
WBGene00020594,ENSG00000173610,celegans
WBGene00020587,ENSG00000173610,celegans
WBGene00019235,ENSG00000173610,celegans
WBGene00019233,ENSG00000173610,celegans
WBGene00019232,ENSG00000173610,celegans
WBGene00020593,ENSG00000173610,celegans
WBGene00020592,ENSG00000173610,celegans
WBGene00044282,ENSG00000173610,celegans
WBGene00011006,ENSG00000173610,celegans
WBGene00015141,ENSG00000173610,celegans
WBGene00015965,ENSG00000173610,celegans
WBGene00017959,ENSG00000173610,celegans
WBGene00017336,ENSG00000173610,celegans
WBGene00001751,ENSG00000174156,celegans
WBGene00001783,ENSG00000174156,celegans
WBGene00001769,ENSG00000174156,celegans
WBGene00001782,ENSG00000174156,celegans
WBGene00001770,ENSG00000174156,celegans
WBGene00001789,ENSG00000174156,celegans
WBGene00001758,ENSG00000174156,celegans
WBGene00018911,ENSG00000174156,celegans
WBGene00018912,ENSG00000174156,celegans
WBGene00021566,ENSG00000174156,celegans
WBGene00001759,ENSG00000174156,celegans
WBGene00021127,ENSG00000174156,celegans
WBGene00001765,ENSG00000174156,celegans
WBGene00001767,ENSG00000174156,celegans
WBGene00001762,ENSG00000174156,celegans
WBGene00001774,ENSG00000174156,celegans
WBGene00001766,ENSG00000174156,celegans
WBGene00001777,ENSG00000174156,celegans
WBGene00001779,ENSG00000174156,celegans
WBGene00001780,ENSG00000174156,celegans
WBGene00001785,ENSG00000174156,celegans
WBGene00001752,ENSG00000174156,celegans
WBGene00001787,ENSG00000174156,celegans
WBGene00001775,ENSG00000174156,celegans
WBGene00001760,ENSG00000174156,celegans
WBGene00001776,ENSG00000174156,celegans
WBGene00001764,ENSG00000174156,celegans
WBGene00001772,ENSG00000174156,celegans
WBGene00001754,ENSG00000174156,celegans
WBGene00001781,ENSG00000174156,celegans
WBGene00001761,ENSG00000174156,celegans
WBGene00001750,ENSG00000174156,celegans
WBGene00001771,ENSG00000174156,celegans
WBGene00001749,ENSG00000174156,celegans
WBGene00001773,ENSG00000174156,celegans
WBGene00001756,ENSG00000174156,celegans
WBGene00001755,ENSG00000174156,celegans
WBGene00001786,ENSG00000174156,celegans
WBGene00001753,ENSG00000174156,celegans
WBGene00001757,ENSG00000174156,celegans
WBGene00021430,ENSG00000178814,celegans
WBGene00001751,ENSG00000182793,celegans
WBGene00001783,ENSG00000182793,celegans
WBGene00001769,ENSG00000182793,celegans
WBGene00001782,ENSG00000182793,celegans
WBGene00001770,ENSG00000182793,celegans
WBGene00001789,ENSG00000182793,celegans
WBGene00001758,ENSG00000182793,celegans
WBGene00018911,ENSG00000182793,celegans
WBGene00018912,ENSG00000182793,celegans
WBGene00021566,ENSG00000182793,celegans
WBGene00001759,ENSG00000182793,celegans
WBGene00021127,ENSG00000182793,celegans
WBGene00001765,ENSG00000182793,celegans
WBGene00001767,ENSG00000182793,celegans
WBGene00001762,ENSG00000182793,celegans
WBGene00001774,ENSG00000182793,celegans
WBGene00001766,ENSG00000182793,celegans
WBGene00001777,ENSG00000182793,celegans
WBGene00001779,ENSG00000182793,celegans
WBGene00001780,ENSG00000182793,celegans
WBGene00001785,ENSG00000182793,celegans
WBGene00001752,ENSG00000182793,celegans
WBGene00001787,ENSG00000182793,celegans
WBGene00001775,ENSG00000182793,celegans
WBGene00001760,ENSG00000182793,celegans
WBGene00001776,ENSG00000182793,celegans
WBGene00001764,ENSG00000182793,celegans
WBGene00001772,ENSG00000182793,celegans
WBGene00001754,ENSG00000182793,celegans
WBGene00001781,ENSG00000182793,celegans
WBGene00001761,ENSG00000182793,celegans
WBGene00001750,ENSG00000182793,celegans
WBGene00001771,ENSG00000182793,celegans
WBGene00001749,ENSG00000182793,celegans
WBGene00001773,ENSG00000182793,celegans
WBGene00001756,ENSG00000182793,celegans
WBGene00001755,ENSG00000182793,celegans
WBGene00001786,ENSG00000182793,celegans
WBGene00001753,ENSG00000182793,celegans
WBGene00001757,ENSG00000182793,celegans
WBGene00018488,ENSG00000183549,celegans
WBGene00009221,ENSG00000183549,celegans
WBGene00018488,ENSG00000183747,celegans
WBGene00009221,ENSG00000183747,celegans
,ENSG00000196502,celegans
WBGene00007072,ENSG00000196620,celegans
WBGene00007073,ENSG00000196620,celegans
WBGene00010904,ENSG00000196620,celegans
WBGene00018206,ENSG00000196620,celegans
WBGene00013905,ENSG00000196620,celegans
WBGene00015739,ENSG00000196620,celegans
WBGene00013906,ENSG00000196620,celegans
WBGene00015577,ENSG00000196620,celegans
WBGene00018931,ENSG00000196620,celegans
WBGene00017332,ENSG00000196620,celegans
WBGene00017315,ENSG00000196620,celegans
WBGene00017334,ENSG00000196620,celegans
WBGene00017331,ENSG00000196620,celegans
WBGene00019516,ENSG00000196620,celegans
WBGene00019515,ENSG00000196620,celegans
WBGene00007885,ENSG00000196620,celegans
WBGene00007455,ENSG00000196620,celegans
WBGene00012788,ENSG00000196620,celegans
WBGene00015693,ENSG00000196620,celegans
WBGene00021709,ENSG00000196620,celegans
WBGene00011340,ENSG00000196620,celegans
WBGene00007402,ENSG00000196620,celegans
WBGene00015369,ENSG00000196620,celegans
WBGene00015371,ENSG00000196620,celegans
WBGene00015449,ENSG00000196620,celegans
WBGene00008486,ENSG00000196620,celegans
WBGene00009255,ENSG00000196620,celegans
WBGene00044286,ENSG00000196620,celegans
WBGene00007946,ENSG00000196620,celegans
WBGene00017329,ENSG00000196620,celegans
WBGene00017333,ENSG00000196620,celegans
WBGene00008097,ENSG00000196620,celegans
WBGene00007422,ENSG00000196620,celegans
WBGene00013900,ENSG00000196620,celegans
WBGene00011453,ENSG00000196620,celegans
WBGene00011452,ENSG00000196620,celegans
WBGene00016013,ENSG00000196620,celegans
WBGene00015694,ENSG00000196620,celegans
WBGene00015695,ENSG00000196620,celegans
WBGene00018543,ENSG00000196620,celegans
WBGene00019234,ENSG00000196620,celegans
WBGene00020594,ENSG00000196620,celegans
WBGene00020587,ENSG00000196620,celegans
WBGene00019235,ENSG00000196620,celegans
WBGene00019233,ENSG00000196620,celegans
WBGene00019232,ENSG00000196620,celegans
WBGene00020593,ENSG00000196620,celegans
WBGene00020592,ENSG00000196620,celegans
WBGene00044282,ENSG00000196620,celegans
WBGene00011006,ENSG00000196620,celegans
WBGene00015141,ENSG00000196620,celegans
WBGene00015965,ENSG00000196620,celegans
WBGene00017959,ENSG00000196620,celegans
WBGene00017336,ENSG00000196620,celegans
,ENSG00000197165,celegans
WBGene00014251,ENSG00000197448,celegans
WBGene00017054,ENSG00000197448,celegans
WBGene00007072,ENSG00000197888,celegans
WBGene00007073,ENSG00000197888,celegans
WBGene00010904,ENSG00000197888,celegans
WBGene00018206,ENSG00000197888,celegans
WBGene00013905,ENSG00000197888,celegans
WBGene00015739,ENSG00000197888,celegans
WBGene00013906,ENSG00000197888,celegans
WBGene00015577,ENSG00000197888,celegans
WBGene00018931,ENSG00000197888,celegans
WBGene00017332,ENSG00000197888,celegans
WBGene00017315,ENSG00000197888,celegans
WBGene00017334,ENSG00000197888,celegans
WBGene00017331,ENSG00000197888,celegans
WBGene00019516,ENSG00000197888,celegans
WBGene00019515,ENSG00000197888,celegans
WBGene00007885,ENSG00000197888,celegans
WBGene00007455,ENSG00000197888,celegans
WBGene00012788,ENSG00000197888,celegans
WBGene00015693,ENSG00000197888,celegans
WBGene00021709,ENSG00000197888,celegans
WBGene00011340,ENSG00000197888,celegans
WBGene00007402,ENSG00000197888,celegans
WBGene00015369,ENSG00000197888,celegans
WBGene00015371,ENSG00000197888,celegans
WBGene00015449,ENSG00000197888,celegans
WBGene00008486,ENSG00000197888,celegans
WBGene00009255,ENSG00000197888,celegans
WBGene00044286,ENSG00000197888,celegans
WBGene00007946,ENSG00000197888,celegans
WBGene00017329,ENSG00000197888,celegans
WBGene00017333,ENSG00000197888,celegans
WBGene00008097,ENSG00000197888,celegans
WBGene00007422,ENSG00000197888,celegans
WBGene00013900,ENSG00000197888,celegans
WBGene00011453,ENSG00000197888,celegans
WBGene00011452,ENSG00000197888,celegans
WBGene00016013,ENSG00000197888,celegans
WBGene00015694,ENSG00000197888,celegans
WBGene00015695,ENSG00000197888,celegans
WBGene00018543,ENSG00000197888,celegans
WBGene00019234,ENSG00000197888,celegans
WBGene00020594,ENSG00000197888,celegans
WBGene00020587,ENSG00000197888,celegans
WBGene00019235,ENSG00000197888,celegans
WBGene00019233,ENSG00000197888,celegans
WBGene00019232,ENSG00000197888,celegans
WBGene00020593,ENSG00000197888,celegans
WBGene00020592,ENSG00000197888,celegans
WBGene00044282,ENSG00000197888,celegans
WBGene00011006,ENSG00000197888,celegans
WBGene00015141,ENSG00000197888,celegans
WBGene00015965,ENSG00000197888,celegans
WBGene00017959,ENSG00000197888,celegans
WBGene00017336,ENSG00000197888,celegans
,ENSG00000198075,celegans
,ENSG00000198203,celegans
WBGene00004091,ENSG00000198682,celegans
WBGene00022683,ENSG00000203972,celegans
WBGene00011681,ENSG00000203972,celegans
WBGene00018400,ENSG00000203972,celegans
WBGene00001751,ENSG00000213366,celegans
WBGene00001783,ENSG00000213366,celegans
WBGene00001769,ENSG00000213366,celegans
WBGene00001782,ENSG00000213366,celegans
WBGene00001770,ENSG00000213366,celegans
WBGene00001789,ENSG00000213366,celegans
WBGene00001758,ENSG00000213366,celegans
WBGene00018911,ENSG00000213366,celegans
WBGene00018912,ENSG00000213366,celegans
WBGene00021566,ENSG00000213366,celegans
WBGene00001759,ENSG00000213366,celegans
WBGene00021127,ENSG00000213366,celegans
WBGene00001765,ENSG00000213366,celegans
WBGene00001767,ENSG00000213366,celegans
WBGene00001762,ENSG00000213366,celegans
WBGene00001774,ENSG00000213366,celegans
WBGene00001766,ENSG00000213366,celegans
WBGene00001777,ENSG00000213366,celegans
WBGene00001779,ENSG00000213366,celegans
WBGene00001780,ENSG00000213366,celegans
WBGene00001785,ENSG00000213366,celegans
WBGene00001752,ENSG00000213366,celegans
WBGene00001787,ENSG00000213366,celegans
WBGene00001775,ENSG00000213366,celegans
WBGene00001760,ENSG00000213366,celegans
WBGene00001776,ENSG00000213366,celegans
WBGene00001764,ENSG00000213366,celegans
WBGene00001772,ENSG00000213366,celegans
WBGene00001754,ENSG00000213366,celegans
WBGene00001781,ENSG00000213366,celegans
WBGene00001761,ENSG00000213366,celegans
WBGene00001750,ENSG00000213366,celegans
WBGene00001771,ENSG00000213366,celegans
WBGene00001749,ENSG00000213366,celegans
WBGene00001773,ENSG00000213366,celegans
WBGene00001756,ENSG00000213366,celegans
WBGene00001755,ENSG00000213366,celegans
WBGene00001786,ENSG00000213366,celegans
WBGene00001753,ENSG00000213366,celegans
WBGene00001757,ENSG00000213366,celegans
,ENSG00000213648,celegans
WBGene00007072,ENSG00000213759,celegans
WBGene00007073,ENSG00000213759,celegans
WBGene00010904,ENSG00000213759,celegans
WBGene00018206,ENSG00000213759,celegans
WBGene00013905,ENSG00000213759,celegans
WBGene00015739,ENSG00000213759,celegans
WBGene00013906,ENSG00000213759,celegans
WBGene00015577,ENSG00000213759,celegans
WBGene00018931,ENSG00000213759,celegans
WBGene00017332,ENSG00000213759,celegans
WBGene00017315,ENSG00000213759,celegans
WBGene00017334,ENSG00000213759,celegans
WBGene00017331,ENSG00000213759,celegans
WBGene00019516,ENSG00000213759,celegans
WBGene00019515,ENSG00000213759,celegans
WBGene00007885,ENSG00000213759,celegans
WBGene00007455,ENSG00000213759,celegans
WBGene00012788,ENSG00000213759,celegans
WBGene00015693,ENSG00000213759,celegans
WBGene00021709,ENSG00000213759,celegans
WBGene00011340,ENSG00000213759,celegans
WBGene00007402,ENSG00000213759,celegans
WBGene00015369,ENSG00000213759,celegans
WBGene00015371,ENSG00000213759,celegans
WBGene00015449,ENSG00000213759,celegans
WBGene00008486,ENSG00000213759,celegans
WBGene00009255,ENSG00000213759,celegans
WBGene00044286,ENSG00000213759,celegans
WBGene00007946,ENSG00000213759,celegans
WBGene00017329,ENSG00000213759,celegans
WBGene00017333,ENSG00000213759,celegans
WBGene00008097,ENSG00000213759,celegans
WBGene00007422,ENSG00000213759,celegans
WBGene00013900,ENSG00000213759,celegans
WBGene00011453,ENSG00000213759,celegans
WBGene00011452,ENSG00000213759,celegans
WBGene00016013,ENSG00000213759,celegans
WBGene00015694,ENSG00000213759,celegans
WBGene00015695,ENSG00000213759,celegans
WBGene00018543,ENSG00000213759,celegans
WBGene00019234,ENSG00000213759,celegans
WBGene00020594,ENSG00000213759,celegans
WBGene00020587,ENSG00000213759,celegans
WBGene00019235,ENSG00000213759,celegans
WBGene00019233,ENSG00000213759,celegans
WBGene00019232,ENSG00000213759,celegans
WBGene00020593,ENSG00000213759,celegans
WBGene00020592,ENSG00000213759,celegans
WBGene00044282,ENSG00000213759,celegans
WBGene00011006,ENSG00000213759,celegans
WBGene00015141,ENSG00000213759,celegans
WBGene00015965,ENSG00000213759,celegans
WBGene00017959,ENSG00000213759,celegans
WBGene00017336,ENSG00000213759,celegans
WBGene00019675,ENSG00000214435,celegans
WBGene00019961,ENSG00000214435,celegans
WBGene00019968,ENSG00000214435,celegans
WBGene00019963,ENSG00000214435,celegans
WBGene00018488,ENSG00000215009,celegans
WBGene00009221,ENSG00000215009,celegans
WBGene00007072,ENSG00000241119,celegans
WBGene00007073,ENSG00000241119,celegans
WBGene00010904,ENSG00000241119,celegans
WBGene00018206,ENSG00000241119,celegans
WBGene00013905,ENSG00000241119,celegans
WBGene00015739,ENSG00000241119,celegans
WBGene00013906,ENSG00000241119,celegans
WBGene00015577,ENSG00000241119,celegans
WBGene00018931,ENSG00000241119,celegans
WBGene00017332,ENSG00000241119,celegans
WBGene00017315,ENSG00000241119,celegans
WBGene00017334,ENSG00000241119,celegans
WBGene00017331,ENSG00000241119,celegans
WBGene00019516,ENSG00000241119,celegans
WBGene00019515,ENSG00000241119,celegans
WBGene00007885,ENSG00000241119,celegans
WBGene00007455,ENSG00000241119,celegans
WBGene00012788,ENSG00000241119,celegans
WBGene00015693,ENSG00000241119,celegans
WBGene00021709,ENSG00000241119,celegans
WBGene00011340,ENSG00000241119,celegans
WBGene00007402,ENSG00000241119,celegans
WBGene00015369,ENSG00000241119,celegans
WBGene00015371,ENSG00000241119,celegans
WBGene00015449,ENSG00000241119,celegans
WBGene00008486,ENSG00000241119,celegans
WBGene00009255,ENSG00000241119,celegans
WBGene00044286,ENSG00000241119,celegans
WBGene00007946,ENSG00000241119,celegans
WBGene00017329,ENSG00000241119,celegans
WBGene00017333,ENSG00000241119,celegans
WBGene00008097,ENSG00000241119,celegans
WBGene00007422,ENSG00000241119,celegans
WBGene00013900,ENSG00000241119,celegans
WBGene00011453,ENSG00000241119,celegans
WBGene00011452,ENSG00000241119,celegans
WBGene00016013,ENSG00000241119,celegans
WBGene00015694,ENSG00000241119,celegans
WBGene00015695,ENSG00000241119,celegans
WBGene00018543,ENSG00000241119,celegans
WBGene00019234,ENSG00000241119,celegans
WBGene00020594,ENSG00000241119,celegans
WBGene00020587,ENSG00000241119,celegans
WBGene00019235,ENSG00000241119,celegans
WBGene00019233,ENSG00000241119,celegans
WBGene00019232,ENSG00000241119,celegans
WBGene00020593,ENSG00000241119,celegans
WBGene00020592,ENSG00000241119,celegans
WBGene00044282,ENSG00000241119,celegans
WBGene00011006,ENSG00000241119,celegans
WBGene00015141,ENSG00000241119,celegans
WBGene00015965,ENSG00000241119,celegans
WBGene00017959,ENSG00000241119,celegans
WBGene00017336,ENSG00000241119,celegans
WBGene00007072,ENSG00000241635,celegans
WBGene00007073,ENSG00000241635,celegans
WBGene00010904,ENSG00000241635,celegans
WBGene00018206,ENSG00000241635,celegans
WBGene00013905,ENSG00000241635,celegans
WBGene00015739,ENSG00000241635,celegans
WBGene00013906,ENSG00000241635,celegans
WBGene00015577,ENSG00000241635,celegans
WBGene00018931,ENSG00000241635,celegans
WBGene00017332,ENSG00000241635,celegans
WBGene00017315,ENSG00000241635,celegans
WBGene00017334,ENSG00000241635,celegans
WBGene00017331,ENSG00000241635,celegans
WBGene00019516,ENSG00000241635,celegans
WBGene00019515,ENSG00000241635,celegans
WBGene00007885,ENSG00000241635,celegans
WBGene00007455,ENSG00000241635,celegans
WBGene00012788,ENSG00000241635,celegans
WBGene00015693,ENSG00000241635,celegans
WBGene00021709,ENSG00000241635,celegans
WBGene00011340,ENSG00000241635,celegans
WBGene00007402,ENSG00000241635,celegans
WBGene00015369,ENSG00000241635,celegans
WBGene00015371,ENSG00000241635,celegans
WBGene00015449,ENSG00000241635,celegans
WBGene00008486,ENSG00000241635,celegans
WBGene00009255,ENSG00000241635,celegans
WBGene00044286,ENSG00000241635,celegans
WBGene00007946,ENSG00000241635,celegans
WBGene00017329,ENSG00000241635,celegans
WBGene00017333,ENSG00000241635,celegans
WBGene00008097,ENSG00000241635,celegans
WBGene00007422,ENSG00000241635,celegans
WBGene00013900,ENSG00000241635,celegans
WBGene00011453,ENSG00000241635,celegans
WBGene00011452,ENSG00000241635,celegans
WBGene00016013,ENSG00000241635,celegans
WBGene00015694,ENSG00000241635,celegans
WBGene00015695,ENSG00000241635,celegans
WBGene00018543,ENSG00000241635,celegans
WBGene00019234,ENSG00000241635,celegans
WBGene00020594,ENSG00000241635,celegans
WBGene00020587,ENSG00000241635,celegans
WBGene00019235,ENSG00000241635,celegans
WBGene00019233,ENSG00000241635,celegans
WBGene00019232,ENSG00000241635,celegans
WBGene00020593,ENSG00000241635,celegans
WBGene00020592,ENSG00000241635,celegans
WBGene00044282,ENSG00000241635,celegans
WBGene00011006,ENSG00000241635,celegans
WBGene00015141,ENSG00000241635,celegans
WBGene00015965,ENSG00000241635,celegans
WBGene00017959,ENSG00000241635,celegans
WBGene00017336,ENSG00000241635,celegans
WBGene00007072,ENSG00000242366,celegans
WBGene00007073,ENSG00000242366,celegans
WBGene00010904,ENSG00000242366,celegans
WBGene00018206,ENSG00000242366,celegans
WBGene00013905,ENSG00000242366,celegans
WBGene00015739,ENSG00000242366,celegans
WBGene00013906,ENSG00000242366,celegans
WBGene00015577,ENSG00000242366,celegans
WBGene00018931,ENSG00000242366,celegans
WBGene00017332,ENSG00000242366,celegans
WBGene00017315,ENSG00000242366,celegans
WBGene00017334,ENSG00000242366,celegans
WBGene00017331,ENSG00000242366,celegans
WBGene00019516,ENSG00000242366,celegans
WBGene00019515,ENSG00000242366,celegans
WBGene00007885,ENSG00000242366,celegans
WBGene00007455,ENSG00000242366,celegans
WBGene00012788,ENSG00000242366,celegans
WBGene00015693,ENSG00000242366,celegans
WBGene00021709,ENSG00000242366,celegans
WBGene00011340,ENSG00000242366,celegans
WBGene00007402,ENSG00000242366,celegans
WBGene00015369,ENSG00000242366,celegans
WBGene00015371,ENSG00000242366,celegans
WBGene00015449,ENSG00000242366,celegans
WBGene00008486,ENSG00000242366,celegans
WBGene00009255,ENSG00000242366,celegans
WBGene00044286,ENSG00000242366,celegans
WBGene00007946,ENSG00000242366,celegans
WBGene00017329,ENSG00000242366,celegans
WBGene00017333,ENSG00000242366,celegans
WBGene00008097,ENSG00000242366,celegans
WBGene00007422,ENSG00000242366,celegans
WBGene00013900,ENSG00000242366,celegans
WBGene00011453,ENSG00000242366,celegans
WBGene00011452,ENSG00000242366,celegans
WBGene00016013,ENSG00000242366,celegans
WBGene00015694,ENSG00000242366,celegans
WBGene00015695,ENSG00000242366,celegans
WBGene00018543,ENSG00000242366,celegans
WBGene00019234,ENSG00000242366,celegans
WBGene00020594,ENSG00000242366,celegans
WBGene00020587,ENSG00000242366,celegans
WBGene00019235,ENSG00000242366,celegans
WBGene00019233,ENSG00000242366,celegans
WBGene00019232,ENSG00000242366,celegans
WBGene00020593,ENSG00000242366,celegans
WBGene00020592,ENSG00000242366,celegans
WBGene00044282,ENSG00000242366,celegans
WBGene00011006,ENSG00000242366,celegans
WBGene00015141,ENSG00000242366,celegans
WBGene00015965,ENSG00000242366,celegans
WBGene00017959,ENSG00000242366,celegans
WBGene00017336,ENSG00000242366,celegans
WBGene00007072,ENSG00000242515,celegans
WBGene00007073,ENSG00000242515,celegans
WBGene00010904,ENSG00000242515,celegans
WBGene00018206,ENSG00000242515,celegans
WBGene00013905,ENSG00000242515,celegans
WBGene00015739,ENSG00000242515,celegans
WBGene00013906,ENSG00000242515,celegans
WBGene00015577,ENSG00000242515,celegans
WBGene00018931,ENSG00000242515,celegans
WBGene00017332,ENSG00000242515,celegans
WBGene00017315,ENSG00000242515,celegans
WBGene00017334,ENSG00000242515,celegans
WBGene00017331,ENSG00000242515,celegans
WBGene00019516,ENSG00000242515,celegans
WBGene00019515,ENSG00000242515,celegans
WBGene00007885,ENSG00000242515,celegans
WBGene00007455,ENSG00000242515,celegans
WBGene00012788,ENSG00000242515,celegans
WBGene00015693,ENSG00000242515,celegans
WBGene00021709,ENSG00000242515,celegans
WBGene00011340,ENSG00000242515,celegans
WBGene00007402,ENSG00000242515,celegans
WBGene00015369,ENSG00000242515,celegans
WBGene00015371,ENSG00000242515,celegans
WBGene00015449,ENSG00000242515,celegans
WBGene00008486,ENSG00000242515,celegans
WBGene00009255,ENSG00000242515,celegans
WBGene00044286,ENSG00000242515,celegans
WBGene00007946,ENSG00000242515,celegans
WBGene00017329,ENSG00000242515,celegans
WBGene00017333,ENSG00000242515,celegans
WBGene00008097,ENSG00000242515,celegans
WBGene00007422,ENSG00000242515,celegans
WBGene00013900,ENSG00000242515,celegans
WBGene00011453,ENSG00000242515,celegans
WBGene00011452,ENSG00000242515,celegans
WBGene00016013,ENSG00000242515,celegans
WBGene00015694,ENSG00000242515,celegans
WBGene00015695,ENSG00000242515,celegans
WBGene00018543,ENSG00000242515,celegans
WBGene00019234,ENSG00000242515,celegans
WBGene00020594,ENSG00000242515,celegans
WBGene00020587,ENSG00000242515,celegans
WBGene00019235,ENSG00000242515,celegans
WBGene00019233,ENSG00000242515,celegans
WBGene00019232,ENSG00000242515,celegans
WBGene00020593,ENSG00000242515,celegans
WBGene00020592,ENSG00000242515,celegans
WBGene00044282,ENSG00000242515,celegans
WBGene00011006,ENSG00000242515,celegans
WBGene00015141,ENSG00000242515,celegans
WBGene00015965,ENSG00000242515,celegans
WBGene00017959,ENSG00000242515,celegans
WBGene00017336,ENSG00000242515,celegans
WBGene00001751,ENSG00000243955,celegans
